0,PROGRAM,"var, beginnen",Нет,Да,Нет,Нет,1
1,VAR BLOCK,var,Нет,Нет,Да,Нет,3
2,LOGIC BLOCK,beginnen,Нет,Да,Нет,Нет,113
3,VAR BLOCK,var,Нет,Да,Нет,Нет,4
4,var,var,Да,Да,Нет,Нет,5
5,VAR BLOCK IDENTIFIERS,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,E",Нет,Да,Нет,Нет,6
6,VAR BLOCK IDENTIFIERS,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Нет,Нет,Нет,8
7,VAR BLOCK IDENTIFIERS,E,Нет,Да,Нет,Нет,13
8,IDENTIFIER NAMES,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Да,Нет,14
9,:,:,Да,Да,Нет,Нет,10
10,IDENTIFIER TYPE,"ganzzahl, kurz, zeichenfolge",Нет,Да,Да,Нет,107
11,!,!,Да,Да,Нет,Нет,12
12,VAR BLOCK IDENTIFIERS,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,E",Нет,Да,Нет,Нет,6
13,E,E,Да,Да,Нет,Нет,-1
14,IDENTIFIER NAMES,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Нет,Нет,15
15,IDENTIFIER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Да,Нет,17
16,SPARE 1,",E",Нет,Да,Нет,Нет,101
17,IDENTIFIER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Нет,Нет,18
18,LETTER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Да,Нет,20
19,SPARE 3,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,E",Нет,Да,Нет,Нет,72
20,LETTER,a,Нет,Нет,Нет,Нет,46
21,LETTER,b,Нет,Нет,Нет,Нет,47
22,LETTER,c,Нет,Нет,Нет,Нет,48
23,LETTER,d,Нет,Нет,Нет,Нет,49
24,LETTER,e,Нет,Нет,Нет,Нет,50
25,LETTER,f,Нет,Нет,Нет,Нет,51
26,LETTER,g,Нет,Нет,Нет,Нет,52
27,LETTER,h,Нет,Нет,Нет,Нет,53
28,LETTER,i,Нет,Нет,Нет,Нет,54
29,LETTER,j,Нет,Нет,Нет,Нет,55
30,LETTER,k,Нет,Нет,Нет,Нет,56
31,LETTER,l,Нет,Нет,Нет,Нет,57
32,LETTER,m,Нет,Нет,Нет,Нет,58
33,LETTER,n,Нет,Нет,Нет,Нет,59
34,LETTER,o,Нет,Нет,Нет,Нет,60
35,LETTER,p,Нет,Нет,Нет,Нет,61
36,LETTER,q,Нет,Нет,Нет,Нет,62
37,LETTER,r,Нет,Нет,Нет,Нет,63
38,LETTER,s,Нет,Нет,Нет,Нет,64
39,LETTER,t,Нет,Нет,Нет,Нет,65
40,LETTER,u,Нет,Нет,Нет,Нет,66
41,LETTER,v,Нет,Нет,Нет,Нет,67
42,LETTER,w,Нет,Нет,Нет,Нет,68
43,LETTER,x,Нет,Нет,Нет,Нет,69
44,LETTER,y,Нет,Нет,Нет,Нет,70
45,LETTER,z,Нет,Да,Нет,Нет,71
46,a,a,Да,Да,Нет,Нет,-1
47,b,b,Да,Да,Нет,Нет,-1
48,c,c,Да,Да,Нет,Нет,-1
49,d,d,Да,Да,Нет,Нет,-1
50,e,e,Да,Да,Нет,Нет,-1
51,f,f,Да,Да,Нет,Нет,-1
52,g,g,Да,Да,Нет,Нет,-1
53,h,h,Да,Да,Нет,Нет,-1
54,i,i,Да,Да,Нет,Нет,-1
55,j,j,Да,Да,Нет,Нет,-1
56,k,k,Да,Да,Нет,Нет,-1
57,l,l,Да,Да,Нет,Нет,-1
58,m,m,Да,Да,Нет,Нет,-1
59,n,n,Да,Да,Нет,Нет,-1
60,o,o,Да,Да,Нет,Нет,-1
61,p,p,Да,Да,Нет,Нет,-1
62,q,q,Да,Да,Нет,Нет,-1
63,r,r,Да,Да,Нет,Нет,-1
64,s,s,Да,Да,Нет,Нет,-1
65,t,t,Да,Да,Нет,Нет,-1
66,u,u,Да,Да,Нет,Нет,-1
67,v,v,Да,Да,Нет,Нет,-1
68,w,w,Да,Да,Нет,Нет,-1
69,x,x,Да,Да,Нет,Нет,-1
70,y,y,Да,Да,Нет,Нет,-1
71,z,z,Да,Да,Нет,Нет,-1
72,SPARE 3,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Нет,Нет,Нет,74
73,SPARE 3,E,Нет,Да,Нет,Нет,76
74,LETTER OR DIGIT,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,77
75,SPARE 3,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,E",Нет,Нет,Нет,Нет,72
76,E,E,Да,Да,Нет,Нет,-1
77,LETTER OR DIGIT,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Нет,Нет,Нет,79
78,LETTER OR DIGIT,"0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,80
79,LETTER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Нет,Нет,20
80,DIGIT,"0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,81
81,DIGIT,0,Нет,Нет,Нет,Нет,91
82,DIGIT,1,Нет,Нет,Нет,Нет,92
83,DIGIT,2,Нет,Нет,Нет,Нет,93
84,DIGIT,3,Нет,Нет,Нет,Нет,94
85,DIGIT,4,Нет,Нет,Нет,Нет,95
86,DIGIT,5,Нет,Нет,Нет,Нет,96
87,DIGIT,6,Нет,Нет,Нет,Нет,97
88,DIGIT,7,Нет,Нет,Нет,Нет,98
89,DIGIT,8,Нет,Нет,Нет,Нет,99
90,DIGIT,9,Нет,Да,Нет,Нет,100
91,0,0,Да,Да,Нет,Нет,-1
92,1,1,Да,Да,Нет,Нет,-1
93,2,2,Да,Да,Нет,Нет,-1
94,3,3,Да,Да,Нет,Нет,-1
95,4,4,Да,Да,Нет,Нет,-1
96,5,5,Да,Да,Нет,Нет,-1
97,6,6,Да,Да,Нет,Нет,-1
98,7,7,Да,Да,Нет,Нет,-1
99,8,8,Да,Да,Нет,Нет,-1
100,9,9,Да,Да,Нет,Нет,-1
101,SPARE 1,",",Нет,Нет,Нет,Нет,103
102,SPARE 1,E,Нет,Да,Нет,Нет,106
103,",",",",Да,Да,Нет,Нет,104
104,IDENTIFIER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Да,Нет,17
105,SPARE 1,",E",Нет,Да,Нет,Нет,101
106,E,E,Да,Да,Нет,Нет,-1
107,IDENTIFIER TYPE,ganzzahl,Нет,Нет,Нет,Нет,110
108,IDENTIFIER TYPE,kurz,Нет,Нет,Нет,Нет,111
109,IDENTIFIER TYPE,zeichenfolge,Нет,Да,Нет,Нет,112
110,ganzzahl,ganzzahl,Да,Да,Нет,Нет,-1
111,kurz,kurz,Да,Да,Нет,Нет,-1
112,zeichenfolge,zeichenfolge,Да,Да,Нет,Нет,-1
113,LOGIC BLOCK,beginnen,Нет,Да,Нет,Нет,114
114,beginnen,beginnen,Да,Да,Нет,Нет,115
115,LOGIC INNER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, aufschreiben, erhalten, wenn, E",Нет,Да,Да,Нет,117
116,ende,ende,Да,Да,Нет,Да,-1
117,LOGIC INNER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, aufschreiben, erhalten, wenn",Нет,Нет,Нет,Нет,119
118,LOGIC INNER,E,Нет,Да,Нет,Нет,120
119,OPERATORS LIST,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, aufschreiben, erhalten, wenn",Нет,Да,Да,Нет,121
120,E,E,Да,Да,Нет,Нет,-1
121,OPERATORS LIST,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, aufschreiben, erhalten, wenn",Нет,Да,Нет,Нет,122
122,OPERATOR,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, aufschreiben, erhalten, wenn",Нет,Да,Да,Нет,124
123,SPARE 2,"!,E",Нет,Да,Нет,Нет,267
124,OPERATOR,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Нет,Нет,Нет,128
125,OPERATOR,aufschreiben,Нет,Нет,Нет,Нет,129
126,OPERATOR,erhalten,Нет,Нет,Нет,Нет,130
127,OPERATOR,wenn,Нет,Да,Нет,Нет,131
128,ASSIGN OPERATOR,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Нет,Нет,132
129,WRITE OPERATOR,aufschreiben,Нет,Да,Нет,Нет,205
130,READ OPERATOR,erhalten,Нет,Да,Нет,Нет,226
131,CONDITIONAL OPERATOR,wenn,Нет,Да,Нет,Нет,231
132,ASSIGN OPERATOR,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Нет,Нет,133
133,IDENTIFIER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Да,Нет,17
134,=,=,Да,Да,Нет,Нет,135
135,EXPRESSION,"-,(, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, "", 0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,136
136,EXPRESSION,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, """,Нет,Нет,Нет,Нет,138
137,EXPRESSION ,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,139
138,STRING EXPRESSION,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, """,Нет,Да,Не,Нет,140
139,NUMERIC EXPRESSION,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,160
140,STRING EXPRESSION,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, """,Нет,Да,Нет,Нет,141
141,F STRING,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, """,Нет,Да,Да,Нет,149
142,A STRING,"+,E",Нет,Да,Нет,Нет,143
143,A STRING,+,Нет,Нет,Нет,Нет,145
144,A STRING,E,Нет,Да,Нет,Нет,148
145,+,+,Да,Да,Нет,Нет,146
146,F STRING,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, """,Нет,Да,Да,Нет,149
147,A STRING,"+,E",Нет,Да,Нет,Нет,143
148,E,E,Да,Да,Нет,Нет,-1
149,F STRING,-,Нет,Нет,Нет,Нет,153
150,F STRING,(,Нет,Нет,Нет,Нет,155
151,F STRING,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Нет,Нет,Нет,158
152,F STRING,"""",Нет,Да,Нет,Нет,159
153,-,-,Да,Да,Нет,Нет,157
154,F STRING,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, """,Нет,Да,Нет,Нет,149
155,(,(,Да,Да,Нет,Нет,159
156,STRING EXPRESSION,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, """,Нет,Да,Да,Нет,140
157,),),Да,Да,Нет,Нет,-1
158,IDENTIFIER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Нет,Нет,17
159,STRING VALUE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, """,Нет,Да,Нет,Нет,189
160,NUMERIC EXPRESSION,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,161
161,T NUMERIC,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,169
162,A NUMERIC,"+,E",Нет,Да,Нет,Нет,163
163,A NUMERIC,+,Нет,Нет,Нет,Нет,165
164,A NUMERIC,E,Нет,Да,Нет,Нет,168
165,+,+,Нет,Да,Нет,Нет,166
166,T NUMERIC,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,169
167,A NUMERIC,"+,E",Нет,Да,Нет,Нет,163
168,E,E,Нет,Да,Нет,Нет,-1
169,T NUMERIC,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,170
170,F NUMERIC,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,178
171,B NUMERIC,"*,E",Нет,Да,Нет,Нет,172
172,B NUMERIC,*,Нет,Нет,Нет,Нет,174
173,B NUMERIC,E,Нет,Да,Нет,Нет,177
174,*,*,Да,Да,Нет,Нет,175
175,F NUMERIC,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,178
176,B NUMERIC,"*,E",Нет,Да,Нет,Нет,172
177,E,E,Да,Да,Нет,Нет,-1
178,F NUMERIC,-,Нет,Нет,Нет,Нет,182
179,F NUMERIC,(,Нет,Нет,Нет,Нет,184
180,F NUMERIC,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Нет,Нет,Нет,187
181,F NUMERIC,"0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,188
182,-,-,Да,Да,Нет,Нет,183
183,F NUMERIC,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,178
184,(,(,Да,Да,Нет,Нет,188
185,NUMERIC EXPRESSION,"-, (, a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,160
186,),),Да,Да,Нет,Нет,-1
187,IDENTIFIER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Нет,Нет,17
188,NUMBER,"1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,218
189,STRING VALUE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Нет,Нет,Нет,191
190,STRING VALUE,"""",Нет,Да,Нет,Нет,192
191,IDENTIFIER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Нет,Нет,17
192,STRING,"""",Нет,Да,Нет,Нет,193
193,STRING,"""",Нет,Да,Нет,Нет,194
194,"""","""",Да,Да,Нет,Нет,195
195,CHARACTER SEQUENCE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,197
196,"""","""",Да,Да,Нет,Нет,-1
197,CHARACTER SEQUENCE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,198
198,CHAR,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,77
199,SPARE 4,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,E",Нет,Да,Нет,Нет,200
200,SPARE 4,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Нет,Нет,Нет,202
201,SPARE 4,E,Нет,Да,Нет,Нет,204
202,CHAR,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,77
203,SPARE 4,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9,E",Нет,Да,Нет,Нет,200
204,E,E,Да,Да,Нет,Нет,-1
205,WRITE OPERATOR,aufschreiben,Нет,Да,Нет,Нет,206
206,aufschreiben,aufschreiben,Да,Да,Нет,Нет,207
207,(,(,Да,Да,Нет,Нет,208
208,VALUE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, '"", 0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,210
209,),),Да,Да,Нет,Нет,-1
210,VALUE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, '""",Нет,Нет,Нет,Нет,212
211,VALUE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,213
212,STRING VALUE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, """,Нет,Да,Нет,Нет,189
213,NUMERIC VALUE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z,0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,214
214,NUMERIC VALUE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Нет,Нет,Нет,216
215,NUMERIC VALUE,"0,1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,217
216,IDENTIFIER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Нет,Нет,17
217,NUMBER,"1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,218
218,NUMBER,"1,2,3,4,5,6,7,8,9",Нет,Да,Нет,Нет,220
219,DIGIT(NON ZERO),"1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,82
220,SPARE 5,"0,1,2,3,4,5,6,7,8,9,E",Нет,Да,Нет,Нет,221
221,SPARE 5,"0,1,2,3,4,5,6,7,8,9",Нет,Нет,Нет,Нет,223
222,SPARE 5,E,Нет,Да,Нет,Нет,225
223,DIGIT,"0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,81
224,SPARE 5,"0,1,2,3,4,5,6,7,8,9,E",Нет,Да,Нет,Нет,221
225,E,E,Нет,Да,Нет,Нет,-1
226,READ OPERATOR,erhalten,Нет,Да,Нет,Нет,227
227,erhalten,erhalten,Да,Да,Нет,Нет,228
228,(,(,Да,Да,Нет,Нет,229
229,IDENTIFIER,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z",Нет,Да,Да,Нет,17
230,),),Да,Да,Нет,Нет,-1
231,CONDITIONAL OPERATOR,wenn,Нет,Да,Нет,Нет,232
232,wenn,wenn,Да,Да,Нет,Нет,233
233,CONDITION,(,Нет,Да,Да,Нет,236
234,dann,dann,Да,Да,Нет,Нет,235
235,OPERATOR,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, aufschreiben, erhalten, wenn",Нет,Да,Нет,Нет,124
236,CONDITION,(,Нет,Да,Нет,Нет,237
237,SIMPLE CONDITION,(,Нет,Да,Да,Нет,239
238,SPARE 6,"&&, ||,E",Нет,Да,Нет,Нет,257
239,SIMPLE CONDITION,(,Нет,Да,Нет,Нет,240
240,(,(,Да,Да,Нет,Нет,241
241,VALUE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, '"", 0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,210
242,CONDITIONAL SYMBOL,"<, >, ==, !=, >=, <=",Нет,Да,Да,Нет,245
243,VALUE,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, '"", 0,1,2,3,4,5,6,7,8,9",Нет,Да,Да,Нет,210
244,),),Да,Да,Нет,Нет,-1
245,CONDITIONAL SYMBOL,<,Нет,Нет,Нет,Нет,251
246,CONDITIONAL SYMBOL,>,Нет,Нет,Нет,Нет,252
247,CONDITIONAL SYMBOL,==,Нет,Нет,Нет,Нет,253
248,CONDITIONAL SYMBOL,!=,Нет,Нет,Нет,Нет,254
249,CONDITIONAL SYMBOL,>=,Нет,Нет,Нет,Нет,255
250,CONDITIONAL SYMBOL,<=,Нет,Да,Нет,Нет,256
251,<,<,Да,Да,Нет,Нет,-1
252,>,>,Да,Да,Нет,Нет,-1
253,==,==,Да,Да,Нет,Нет,-1
254,!=,!=,Да,Да,Нет,Нет,-1
255,>=,>=,Да,Да,Нет,Нет,-1
256,<=,<=,Да,Да,Нет,Нет,-1
257,SPARE 6,"&&, ||",Нет,Нет,Нет,Нет,259
258,SPARE 6,E,Нет,Да,Нет,Нет,262
259,BOOL LOGIC OPERATOR,"&&, ||",Нет,Да,Да,Нет,263
260,SIMPLE CONDITION,(,Нет,Да,Да,Нет,239
261,SPARE 6,"&&, ||,E",Нет,Да,Нет,Нет,257
262,E,E,Да,Да,Нет,Нет,-1
263,BOOL LOGIC OPERATOR,&&,Нет,Нет,Нет,Нет,265
264,BOOL LOGIC OPERATOR,||,Нет,Да,Нет,Нет,266
265,&&,&&,Да,Да,Нет,Нет,-1
266,||,||,Да,Да,Нет,Нет,-1
267,SPARE 2,!,Нет,Нет,Нет,Нет,269
268,SPARE 2,E,Нет,Да,Нет,Нет,272
269,!,!,Да,Да,Нет,Нет,270
270,OPERATOR,"a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z, aufschreiben, erhalten, wenn",Нет,Да,Да,Нет,124
271,SPARE 2,"!,E",Нет,Да,Нет,Нет,267
272,E,E,Да,Да,Нет,Нет,-1